@relation whatever
@attribute F0 real
@attribute F08 real
@attribute F16 real
@attribute F24 real
@attribute F32 real
@attribute F4 real
@attribute F48 real
@attribute F56 real
@attribute F64 real
@attribute F72 real
@attribute F8 real
@attribute F88 real
@attribute F96 real
@attribute F104 real
@attribute F112 real
@attribute F12 real
@attribute F128 real
@attribute electrode real
@attribute test_type real
@data
nan,-0.17553774390476692,-0.1803848978641181,-0.23466573820026285,-0.20949491128714254,-0.12953859289087416,-0.13870367059290906,-0.17768464707731491,-0.11558423739344249,-0.2272970512331359,-0.078860862359058481,-0.12806579738631205,-0.12766333046667591,-0.10024336071155723,-0.23625466768657166,-0.040459742419247539,0.089754326872804768,-0.22434068469103946,2.0
nan,-0.14859437726409574,-0.14219118057825136,-0.1783584173120801,-0.077927928861174514,-0.17543318650135306,0.015899800583066847,-0.091498799675306261,-0.13523819455890035,-0.25662212069633444,-0.27468651566357505,-0.23546923159048325,-0.16609650612059748,-0.14841101891621003,-0.35427823454564855,-0.14082888181732572,-0.070988041182553238,0.2846212987189955,2.0
nan,-0.16059874064359561,-0.18018533695721697,-0.25100119478726007,-0.1225615385338908,-0.091622818768335446,-0.1182746362069704,-0.065919379322500263,-0.15609127567901052,-0.10738109802803576,-0.20356586690884046,-0.22919668555244901,-0.15066470312486022,-0.17006136277000708,-0.12836118869086457,-0.098046759855431542,-0.12057239909796617,-0.1942738938851051,2.0
nan,-0.14857113314073236,-0.16175913005316117,-0.17576693467767981,-0.19634605823522164,-0.08056179224910516,-0.31290054967183184,-0.1087967610364623,-0.15907630019424504,-0.19473695202300159,-0.041340900197363514,-0.22430989130422038,-0.13990741476186402,-0.21324495307659935,-0.22210980452365786,-0.33905355578754759,0.11833323803665903,-0.13211020245950339,2.0
nan,-0.18218677865368602,-0.16229564744344363,-0.084399036568774247,-0.17157412413482279,-0.22726319414789062,-0.29854357030281908,-0.20962905195433479,-0.10666476049502177,-0.046566987000248847,-0.140391514868245,-0.028737940033650357,-0.04904721873268883,-0.084987750236589374,-0.21067062919375915,-0.4351319305934791,-0.10928661006762255,-0.21696097522781863,2.0
nan,-0.17023417057030252,-0.1724506584246201,-0.27646933082510833,-0.18382166045281031,-0.14344295679701791,-0.18972759354530488,-0.18972716078850885,-0.17265689961633074,-0.18233568194296779,-0.26185023147648856,-0.1806387284750533,-0.1578200175080923,-0.16568180859688589,-0.31911030899159998,-0.22575543486679966,-0.0090878707181231335,-0.14369470056223893,2.0
nan,-0.14500362026949443,-0.16546961728449383,-0.1602990276166501,-0.16000184461935521,-0.18594790445568105,-0.27209765016816678,-0.180053022538473,-0.087780017108885888,-0.14906892714729417,-0.23485247592245717,-0.20980904673827358,-0.14759741499263823,-0.21525199613718116,-0.38111620704684768,-0.34136988155737491,-0.20204232544405484,-0.0031207918752525787,2.0
nan,-0.16802693001647059,-0.1807091803689703,-0.19172085553428353,-0.12853823773096965,-0.11739893084676907,-0.17012578814329424,-0.18927487058530917,-0.16689737773835822,-0.22104945939569803,-0.12957350038809173,-0.2306182034520636,-0.18063509131030092,-0.18644867304514604,-0.35628737255728682,-0.33758978278388752,-0.1300435227491066,-0.11236565896520431,2.0
nan,-0.1803569234584525,-0.12391800706205927,-0.21076822904195436,-0.19841756588642798,-0.22394612838496447,-0.14895943471402801,-0.13870255666943318,-0.13251016275656616,-0.13816786932554501,-0.22989500882267142,-0.14688566734160971,-0.18202309186146978,-0.17211932737246363,-0.2603221426426463,-0.39123838081429135,-0.22125553517407695,-0.00042791103002501113,2.0
nan,-0.17103082750882734,-0.17229539101368774,-0.23347032371062834,-0.13084263569504481,-0.17882984788761461,-0.14823857376643138,-0.014029306182700842,-0.17532246298917717,-0.061731062942696494,-0.0072056052149167167,-0.07853109442778812,-0.21682324564840086,-0.20546701956213023,-0.23959149850222344,-0.29495467484695898,-0.20163255201684444,0.029818699658698388,2.0
nan,-0.18454321148044875,-0.17370064437266416,-0.22542104697567786,-0.21000416460665233,-0.10935926829653318,-0.14018385839560318,-0.18380781767031421,-0.15648548739698506,-0.12218092917927761,-0.20262018373603605,-0.14515133565305541,-0.16620088097627206,-0.19154237136469954,-0.0074741395113386748,-0.35867669951978409,0.075482362908618567,-0.13573076918242707,3.0
nan,-0.14559151505025777,-0.15778168597315617,-0.090972615608088878,-0.18965796064340215,-0.215442950740831,-0.08950688590200423,-0.15494312891562423,-0.14121145222900533,-0.1446538682090166,-0.1905545794200173,-0.20630833830250878,-0.19905383563889498,-0.20462858694973038,-0.28381747049607536,-0.35767048667653983,-0.13703215829261711,-0.15815814268190195,3.0
nan,-0.18279018425760332,-0.18063400321936993,-0.23752765869209477,-0.1515117084276012,-0.10948752366442523,-0.20672088940565322,-0.099312595044953378,-0.16692799672079794,-0.20370150589531993,-0.15454778723781273,-0.19796402680264963,-0.16011092773083632,-0.1713853005255575,-0.19718752014279409,-0.2013871050406327,-0.21430857470855932,-0.27074822067877991,3.0
nan,-0.18880174684279788,-0.17262480494404589,-0.24471758961328979,-0.15225476822941544,-0.19450892394110528,-0.14465987101471714,-0.17524795319648279,-0.090479126588634523,-0.029145882063942551,-0.081804111632929263,-0.22070122128708369,-0.20416131582441552,-0.18760199298796762,-0.31282323865978684,-0.36995318891052387,-0.15750333166090427,-0.12336418571062868,3.0
nan,-0.17996875030367956,-0.16194852875583626,-0.19489120201639992,-0.188669790752068,-0.20315285240256448,-0.31730639692423512,-0.15010215447741737,-0.12917682267567324,-0.1737948813916643,-0.090315990873402946,-0.14825688264847312,-0.15378574481732674,-0.22910410981867882,-0.15684124361499166,-0.059232869741010809,-0.054043519560693615,-0.094387400838999047,3.0
nan,-0.14301468307257867,-0.15274498569032668,-0.17991688504663858,-0.16287934742496959,-0.19773899197941219,-0.21155369345857178,-0.19759999692707161,-0.18971229543637438,-0.20241237322152297,-0.29644568819150474,-0.13091722041835271,-0.19508081633696206,-0.21334859543144782,-0.26231507201150056,-0.32404975518660906,-0.21240546463530813,-0.14715424620081274,3.0
nan,-0.10314645753150277,-0.11483513549608833,-0.17507903904949218,-0.11659122604034046,-0.132375509077125,-0.15038938916978378,-0.22214831573364854,-0.13533692102895048,-0.16192722215802408,-0.14638326166395227,-0.064700030162895147,-0.14083445912880566,-0.19152700002680539,-0.10575857529591536,-0.1200383725847286,-0.087288787334160345,-0.076968141998669901,3.0
nan,-0.18122365704813251,-0.17419604119535612,-0.24851107946584639,-0.18878978983041186,-0.21494140881501633,-0.27744113637925322,-0.19729713394259843,-0.15081828135885597,-0.19854040641333054,-0.29173051144081358,-0.065864390176085141,-0.17700740940799065,-0.19522003786824427,-0.29527554108729143,-0.29804097122677886,-0.11099083258269146,-0.24214913923399958,3.0
nan,-0.18157887739933132,-0.15890981300557477,-0.20409811662626068,-0.11882337673745619,-0.16972850662512004,-0.22918037376993247,-0.19502657283483008,-0.10952377464899825,-0.1742241833714116,0.043318914844013769,-0.1673473335426536,-0.13020819134568914,-0.1500875908052034,0.1349912699040198,0.30523270771523831,-0.12707920504054732,0.35970259545811439,3.0
nan,-0.18723902352626939,-0.17123143093248641,-0.26583059319136099,-0.15482916891146212,-0.15656006542170597,-0.033060570802173943,-0.13673466410838669,-0.17456935666027101,-0.20939390074006872,-0.28657132607453606,-0.17691426467441898,-0.11274746143043034,-0.11124610676427819,-0.22532970376236511,0.13464676479715251,-0.21301927690347344,-0.26013353624287616,3.0
nan,-0.050922043286017474,-0.10537948383530157,0.12158484684830086,-0.075473146578930561,0.046323807525404159,-0.082001599610212264,-0.11356219601373173,-0.13610437030912415,-0.17247019333278851,-0.20796171620434209,-0.10512223087264362,-0.14356817869552965,-0.12796681848417588,-0.13825562107465325,-0.11706870323312053,-0.14675661948653002,-0.13038550192955486,4.0
nan,-0.15267226708999568,-0.1494760824135363,-0.18386032157615717,-0.17191026543479174,-0.18301502909504894,-0.19227715518061125,-0.14707480412961069,-0.14346879200562387,-0.15517141987428373,-0.10026159500490087,-0.17202368782638083,-0.1517332913793937,-0.1481339774053074,-0.24585822640104171,-0.16546493100577167,-0.10883975679031639,-0.043152609693547152,4.0
nan,-0.085643725592222164,-0.12978887058945632,-0.030379451342695259,-0.108813101068562,-0.14400806816043571,-0.10055877320294537,-0.12960241958878962,-0.11579237616611968,-0.12821885666745736,0.016022486148224411,-0.13701294485188381,-0.13060682842215457,-0.1092205132101649,-0.1943310780967526,-0.2468649311368119,-0.21696651658176191,-0.17128379211708064,4.0
nan,-0.13905124993773507,-0.15828402745097916,-0.018409301138531398,-0.10410652407061648,-0.1345724793956683,-0.11309784013804192,-0.14823883455067152,-0.14936771779238711,-0.053328647909149908,-0.20695939565938315,-0.10817256196812211,-0.11477895782867295,-0.15085925054904983,-0.1079945017880511,-0.17984997833318572,-0.17476922207075649,-0.15073017295624719,4.0
nan,0.081310946076033438,0.051558011087020024,0.17051034082614788,-0.077099718869677425,-0.032466486415377381,0.049319845218268953,-0.10768386385530067,-0.13649745946724962,-0.059175007890524108,-0.050138122628408402,-0.067280390465064593,-0.15113683973825445,-0.14952017696636102,-0.21495637587156924,-0.21218686677339726,-0.16024625418883426,-0.13018126641001765,4.0
nan,-0.15363266808827861,-0.13909716394396038,-0.012009793561490909,-0.13825726257004342,-0.13426541137337544,-0.08517951762003316,-0.1392175314957379,-0.13295869692386261,-0.085909506813185085,-0.076512522217926648,-0.1193004612713139,-0.1645045454398994,-0.12708032745687484,-0.16521017626890258,-0.13693646195729478,-0.11085188225190355,-0.20233041811063182,4.0
nan,-0.077053838724595966,-0.14007654177277104,-0.068931267935733051,-0.081136849184193033,-0.12837588191787419,0.029262929930185175,-0.14175212027967771,-0.15127127447699645,-0.13827154586199691,-0.10565161692529758,-0.094011275895738863,-0.1205838764072692,-0.13684686908295909,-0.15114084667930117,0.15743488591927621,-0.14343793787534423,-0.20437284029509312,4.0
nan,-0.14905733414744413,-0.136677727240543,-0.12059069750986717,-0.098373027914513383,-0.09838166349576849,-0.20885966094480277,-0.14859126641795678,-0.13784253020968465,-0.088750013636924738,-0.20616112762188282,-0.18206239145146499,-0.197069996651345,-0.1563762156356098,0.22614674559283357,-0.0067894969186398455,-0.15832785214884035,-0.222063367512433,4.0
nan,-0.064512257524398348,0.1043353315814101,0.11699412851405128,0.099016465305491463,-0.11261568072201275,0.01792986711958041,0.039408546548947043,-0.087233677597696888,-0.0014274483485882583,-0.045043888475813122,-0.053436630645050817,-0.070098747652116572,-0.13430123511155675,-0.25310009462761351,0.065218237335321755,-0.13702043710665593,-0.12229759799602456,4.0
nan,-0.15658243530471525,-0.16403981329170639,-0.18417702928476373,-0.13845124024372377,-0.15536090893091292,-0.15736444344001202,-0.16720439751211646,-0.16514723925007652,-0.17418267357959694,-0.036696003288813873,-0.15550189684585455,-0.15247999859289407,-0.16563243073794681,-0.02381879574244743,-0.10766416197737302,-0.22477696216696477,-0.25308076204794844,4.0
